Age,Number of Dependents,Number of Referrals,Tenure in Months,Avg Monthly GB Download,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Married,City_0,City_1,City_2,City_3,City_4,City_5,City_6,City_7,City_8,City_9,City_10,Phone Service,Multiple Lines,Internet Service,Internet Type_0,Internet Type_1,Internet Type_2,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Customer Status
66.0,0.0,0.0,4.0,29.0,273.4,0.0,0.0,145.6,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0
69.0,0.0,0.0,52.0,19.0,2555.05,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,3,0
30.0,3.0,1.0,8.0,24.0,165.5,0.0,0.0,22.96,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
73.0,0.0,0.0,2.0,22.0,89.3,0.0,0.0,47.82,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0
46.0,0.0,0.0,3.0,26.0,235.05,0.0,0.0,41.16,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0
40.0,0.0,0.0,19.0,18.0,1144.6,0.0,0.0,225.15,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0
53.0,0.0,0.0,72.0,13.0,4908.25,0.0,0.0,263.52,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,3,0
76.0,0.0,2.0,63.0,7.0,2298.9,0.0,0.0,0.0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,2,0
38.0,0.0,1.0,66.0,29.0,3789.2,0.0,0.0,0.0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,3,0
23.0,0.0,0.0,1.0,27.0,75.9,0.0,0.0,44.56,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1
24.0,0.0,0.0,60.0,48.0,4765.0,0.0,0.0,917.4,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,2,0
43.0,3.0,3.0,48.0,22.0,2196.3,0.0,0.0,0.0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,2,0
45.0,0.0,0.0,1.0,4.0,85.55,0.0,0.0,33.34,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
49.0,0.0,0.0,15.0,15.0,1444.65,0.0,0.0,733.95,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1
62.0,0.0,4.0,50.0,13.0,5405.8,0.0,0.0,1728.5,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0
25.0,1.0,10.0,72.0,30.0,6339.3,0.0,0.0,2430.0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,3,0
37.0,0.0,0.0,46.0,21.0,3847.6,0.0,100.0,1990.42,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
35.0,1.0,4.0,72.0,19.0,6733.0,0.0,0.0,2160.0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,0
37.0,3.0,2.0,1.0,14.2,19.7,0.0,0.0,34.28,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
19.0,0.0,0.0,1.0,51.0,50.1,0.0,0.0,29.13,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
69.0,0.0,0.0,67.0,21.0,6140.85,0.0,0.0,172.19,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,3,0
44.0,1.0,5.0,48.0,27.0,3870.3,0.0,0.0,429.12,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,3,0
64.0,0.0,6.0,52.0,24.0,4354.45,0.0,0.0,2149.68,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,2,0
58.0,0.0,1.0,28.0,13.0,2227.1,0.0,0.0,471.8,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1
29.0,1.0,9.0,32.0,51.0,2045.55,0.0,0.0,1064.96,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0
80.0,0.0,2.0,27.0,25.0,1929.35,0.0,0.0,189.54,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
22.0,0.0,0.0,2.0,27.0,181.5,0.0,0.0,80.86,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1
50.0,2.0,0.0,9.0,11.0,651.4,0.0,0.0,319.41,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
53.0,2.0,10.0,50.0,28.0,3486.65,0.0,0.0,2224.5,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,3,0
45.0,2.0,1.0,71.0,24.2,1389.6,0.0,0.0,2203.13,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0
76.0,0.0,2.0,32.0,10.0,2303.35,0.0,0.0,1514.88,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
45.0,3.0,8.0,67.0,22.0,6717.9,0.0,0.0,1191.93,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,3,0
43.0,1.0,1.0,72.0,13.0,8058.55,0.0,0.0,1147.68,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,3,0
41.0,0.0,0.0,3.0,20.2,58.85,0.0,0.0,73.89,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
22.0,3.0,1.0,23.0,15.6,538.5,0.0,0.0,1104.46,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0
62.0,2.0,1.0,72.0,18.0,5102.35,25.24,0.0,2042.64,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,3,0
21.0,2.0,9.0,7.0,47.0,465.7,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0
